row,win_year,f1_Ge_w,f1_Sp_w,f1_Po_w,f1_Fr_w,f1_It_w,f3_Ge_w,f3_Sp_w,f3_Po_w,f3_Fr_w,f3_It_w,i_DE_w1,i_DE_w2,i_DE_w3,i_DE_w4,i_DE_w5,i_DE_w6,i_DE_w7,i_DE_w8,i_ES_w1,i_ES_w2,i_ES_w3,i_ES_w4,i_ES_w5,i_ES_w6,i_ES_w7,i_ES_w8,a_DE_w1,a_DE_w2,a_DE_w3,a_DE_w4,a_DE_w5,a_DE_w6,a_DE_w7,a_DE_w8,c_DE_w1,c_DE_w2,c_DE_w3,c_DE_w4,c_DE_w5,c_DE_w6,c_DE_w7,c_DE_w8,c_ES_w1,c_ES_w2,c_ES_w3,c_ES_w4,c_ES_w5,c_ES_w6,c_ES_w7,c_ES_w8,d_PT_w1,d_PT_w2,d_PT_w3,d_PT_w4,d_PT_w5,d_PT_w6,d_PT_w7,d_PT_w8,n_DE_w1,n_DE_w2,n_DE_w3,n_DE_w4,n_DE_w5,n_DE_w6,n_DE_w7,n_DE_w8
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,291.0,145.0,70.0,129.0,306.0,466.0,339.0,0.0,0.0,39.0,0.0,80.0,841.0,730.0,1005.0,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,291.0,145.0,70.0,134.0,306.0,471.0,339.0,0.0,0.0,39.0,0.0,83.0,843.0,730.0,1005.0,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,291.0,145.0,70.0,134.0,309.0,471.0,339.0,0.0,0.0,39.0,0.0,83.0,843.0,730.0,1005.0,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,291.0,145.0,70.0,134.0,309.0,471.0,341.0,0.0,0.0,39.0,0.0,83.0,843.0,730.0,1012.0,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,291.0,145.0,70.0,134.0,309.0,478.0,345.0,0.0,0.0,39.0,0.0,83.0,843.0,735.0,1019.0,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,293.0,145.0,70.0,134.0,314.0,486.0,345.0,0.0,0.0,39.0,0.0,83.0,843.0,737.0,1019.0,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,293.0,145.0,70.0,134.0,318.0,486.0,345.0,0.0,0.0,39.0,0.0,83.0,843.0,737.0,1019.0,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,297.0,145.0,70.0,136.0,326.0,486.0,345.0,0.0,0.0,39.0,0.0,85.0,846.0,737.0,1026.0,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,297.0,145.0,70.0,153.0,326.0,486.0,351.0,0.0,0.0,39.0,0.0,92.0,846.0,737.0,1035.0,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,297.0,145.0,70.0,159.0,326.0,486.0,359.0,0.0,0.0,39.0,0.0,92.0,846.0,737.0,1045.0,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,297.0,145.0,70.0,161.0,326.0,490.0,367.0,0.0,0.0,39.0,0.0,92.0,846.0,737.0,1054.0,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,302.0,145.0,70.0,166.0,333.0,498.0,374.0,0.0,0.0,39.0,0.0,92.0,853.0,737.0,1063.0,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,319.0,145.0,70.0,166.0,338.0,498.0,374.0,0.0,0.0,39.0,0.0,92.0,853.0,741.0,1063.0,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,350.0,498.0,379.0,0.0,0.0,39.0,0.0,92.0,864.0,741.0,1063.0,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,366.0,498.0,379.0,0.0,0.0,39.0,0.0,92.0,873.0,741.0,1063.0,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,366.0,498.0,379.0,0.0,0.0,39.0,0.0,92.0,873.0,741.0,1063.0,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,366.0,498.0,379.0,0.0,0.0,39.0,0.0,92.0,873.0,741.0,1063.0,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,366.0,498.0,384.0,0.0,0.0,39.0,0.0,92.0,873.0,741.0,1069.0,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,366.0,502.0,391.0,0.0,0.0,39.0,0.0,92.0,873.0,742.0,1077.0,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,366.0,507.0,391.0,0.0,0.0,39.0,0.0,92.0,873.0,747.0,1077.0,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,373.0,507.0,391.0,0.0,0.0,39.0,0.0,92.0,879.0,747.0,1077.0,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,172.0,383.0,507.0,391.0,0.0,0.0,39.0,0.0,92.0,888.0,747.0,1077.0,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,74.0,187.0,386.0,507.0,391.0,0.0,0.0,39.0,0.0,92.0,888.0,747.0,1077.0,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,74.0,190.0,392.0,507.0,391.0,0.0,0.0,39.0,0.0,92.0,888.0,747.0,1077.0,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,149.0,74.0,190.0,392.0,507.0,398.0,0.0,0.0,39.0,0.0,92.0,888.0,747.0,1082.0,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,149.0,74.0,190.0,392.0,511.0,406.0,0.0,0.0,39.0,0.0,92.0,888.0,754.0,1090.0,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,149.0,74.0,190.0,392.0,514.0,409.0,0.0,0.0,39.0,0.0,92.0,888.0,764.0,1090.0,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,149.0,74.0,190.0,397.0,514.0,409.0,0.0,0.0,39.0,0.0,92.0,894.0,764.0,1090.0,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,149.0,74.0,190.0,404.0,515.0,411.0,0.0,0.0,39.0,0.0,92.0,904.0,764.0,1090.0,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,149.0,74.0,199.0,404.0,515.0,413.0,0.0,0.0,39.0,0.0,97.0,904.0,764.0,1090.0,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,149.0,74.0,199.0,404.0,515.0,413.0,0.0,0.0,39.0,0.0,97.0,904.0,764.0,1094.0,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,149.0,74.0,199.0,407.0,515.0,420.0,0.0,0.0,39.0,0.0,97.0,904.0,770.0,1103.0,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,149.0,74.0,199.0,407.0,515.0,426.0,0.0,0.0,39.0,0.0,97.0,904.0,779.0,1113.0,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,328.0,149.0,74.0,199.0,407.0,515.0,432.0,0.0,0.0,39.0,0.0,97.0,904.0,788.0,1119.0,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,328.0,149.0,74.0,199.0,407.0,515.0,435.0,0.0,0.0,39.0,0.0,97.0,904.0,793.0,1119.0,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,329.0,155.0,74.0,199.0,415.0,515.0,437.0,0.0,0.0,39.0,0.0,97.0,912.0,799.0,1119.0,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,333.0,155.0,74.0,207.0,420.0,515.0,437.0,0.0,0.0,39.0,0.0,97.0,912.0,799.0,1119.0,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,333.0,162.0,74.0,207.0,422.0,515.0,437.0,0.0,0.0,39.0,0.0,97.0,912.0,799.0,1119.0,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,333.0,162.0,74.0,207.0,422.0,515.0,,0.0,0.0,39.0,0.0,97.0,912.0,799.0,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,333.0,162.0,74.0,207.0,422.0,518.0,,0.0,0.0,39.0,0.0,97.0,912.0,806.0,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,333.0,162.0,74.0,207.0,422.0,526.0,,0.0,0.0,39.0,0.0,97.0,912.0,816.0,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,333.0,162.0,74.0,207.0,422.0,528.0,,0.0,0.0,39.0,0.0,97.0,912.0,816.0,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,333.0,162.0,74.0,207.0,426.0,536.0,,0.0,0.0,39.0,0.0,97.0,913.0,819.0,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,333.0,162.0,74.0,207.0,426.0,543.0,,0.0,0.0,39.0,0.0,103.0,913.0,819.0,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,333.0,162.0,74.0,218.0,426.0,548.0,,0.0,0.0,40.0,0.0,103.0,913.0,819.0,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,333.0,178.0,74.0,233.0,426.0,552.0,,0.0,0.0,40.0,0.0,103.0,913.0,820.0,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,333.0,178.0,74.0,233.0,426.0,559.0,,0.0,0.0,40.0,0.0,103.0,913.0,827.0,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,333.0,178.0,74.0,233.0,432.0,567.0,,0.0,0.0,40.0,0.0,103.0,913.0,835.0,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,333.0,178.0,74.0,233.0,441.0,570.0,,0.0,0.0,40.0,0.0,103.0,917.0,835.0,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,333.0,178.0,74.0,233.0,449.0,570.0,,0.0,0.0,40.0,0.0,103.0,924.0,835.0,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,333.0,178.0,74.0,233.0,449.0,570.0,,0.0,0.0,40.0,0.0,103.0,924.0,835.0,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,333.0,179.0,74.0,233.0,449.0,570.0,,0.0,0.0,40.0,0.0,103.0,924.0,835.0,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,333.0,179.0,74.0,233.0,449.0,573.0,,0.0,0.0,40.0,0.0,103.0,924.0,838.0,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,333.0,179.0,74.0,233.0,451.0,578.0,,0.0,0.0,40.0,0.0,103.0,931.0,841.0,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,333.0,179.0,74.0,233.0,451.0,583.0,,0.0,0.0,40.0,0.0,103.0,931.0,846.0,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,333.0,179.0,74.0,233.0,451.0,583.0,,0.0,0.0,40.0,0.0,103.0,931.0,846.0,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,333.0,179.0,74.0,233.0,451.0,583.0,,0.0,0.0,40.0,0.0,103.0,939.0,846.0,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,333.0,179.0,74.0,233.0,451.0,583.0,,0.0,0.0,40.0,0.0,103.0,939.0,846.0,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,333.0,179.0,74.0,233.0,451.0,583.0,,0.0,0.0,40.0,0.0,103.0,939.0,846.0,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,333.0,179.0,74.0,233.0,458.0,584.0,,0.0,0.0,40.0,0.0,103.0,939.0,846.0,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,333.0,179.0,74.0,233.0,464.0,586.0,,0.0,0.0,40.0,0.0,103.0,939.0,848.0,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,339.0,179.0,74.0,233.0,472.0,593.0,,0.0,0.0,40.0,0.0,103.0,939.0,855.0,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,339.0,179.0,74.0,233.0,482.0,593.0,,0.0,0.0,40.0,0.0,103.0,946.0,855.0,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,339.0,179.0,74.0,233.0,497.0,593.0,,0.0,0.0,40.0,0.0,103.0,955.0,855.0,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,497.0,593.0,,0.0,0.0,40.0,0.0,110.0,955.0,855.0,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,497.0,593.0,,0.0,0.0,40.0,0.0,110.0,955.0,858.0,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,497.0,593.0,,0.0,0.0,40.0,0.0,110.0,955.0,865.0,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,497.0,597.0,,0.0,0.0,40.0,0.0,110.0,955.0,872.0,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,497.0,603.0,,0.0,0.0,40.0,0.0,110.0,955.0,881.0,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,500.0,603.0,,0.0,0.0,40.0,0.0,110.0,955.0,888.0,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,505.0,603.0,,0.0,0.0,40.0,0.0,110.0,955.0,890.0,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,505.0,608.0,,0.0,0.0,40.0,0.0,110.0,955.0,898.0,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,505.0,608.0,,0.0,0.0,40.0,0.0,110.0,955.0,898.0,,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,505.0,608.0,,0.0,0.0,40.0,0.0,110.0,955.0,900.0,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,511.0,613.0,,0.0,0.0,40.0,0.0,110.0,955.0,908.0,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,511.0,622.0,,0.0,0.0,40.0,0.0,110.0,955.0,914.0,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,512.0,622.0,,0.0,0.0,40.0,0.0,110.0,956.0,914.0,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,233.0,515.0,622.0,,0.0,0.0,40.0,0.0,110.0,963.0,914.0,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,235.0,515.0,622.0,,0.0,0.0,40.0,0.0,110.0,963.0,920.0,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,235.0,520.0,626.0,,0.0,0.0,40.0,0.0,110.0,963.0,928.0,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,342.0,179.0,74.0,235.0,520.0,632.0,,0.0,0.0,40.0,0.0,110.0,963.0,929.0,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,344.0,179.0,74.0,235.0,520.0,636.0,,0.0,0.0,40.0,0.0,110.0,963.0,935.0,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,349.0,179.0,74.0,235.0,520.0,639.0,,0.0,0.0,40.0,0.0,110.0,970.0,941.0,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,349.0,179.0,74.0,235.0,524.0,654.0,,0.0,0.0,40.0,0.0,110.0,976.0,941.0,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,349.0,179.0,74.0,235.0,529.0,667.0,,0.0,0.0,40.0,0.0,110.0,985.0,941.0,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,349.0,179.0,74.0,235.0,529.0,667.0,,0.0,0.0,40.0,0.0,110.0,992.0,941.0,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,349.0,179.0,74.0,236.0,529.0,671.0,,0.0,0.0,40.0,0.0,110.0,999.0,941.0,,,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,349.0,179.0,74.0,248.0,531.0,674.0,,0.0,0.0,40.0,0.0,110.0,999.0,941.0,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,349.0,179.0,74.0,255.0,533.0,679.0,,0.0,0.0,40.0,0.0,110.0,999.0,944.0,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,349.0,179.0,74.0,255.0,535.0,685.0,,0.0,0.0,40.0,0.0,110.0,999.0,951.0,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,349.0,179.0,74.0,255.0,538.0,685.0,,0.0,0.0,40.0,0.0,110.0,999.0,958.0,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,349.0,181.0,74.0,255.0,540.0,685.0,,0.0,0.0,40.0,0.0,110.0,1001.0,964.0,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,349.0,181.0,74.0,260.0,540.0,685.0,,0.0,0.0,40.0,0.0,115.0,1001.0,968.0,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,349.0,181.0,74.0,262.0,540.0,685.0,,0.0,0.0,40.0,0.0,115.0,1001.0,968.0,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,349.0,181.0,74.0,262.0,540.0,685.0,,0.0,0.0,40.0,0.0,115.0,1001.0,968.0,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,350.0,181.0,74.0,262.0,542.0,685.0,,0.0,0.0,40.0,0.0,115.0,1007.0,968.0,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,350.0,181.0,74.0,262.0,554.0,685.0,,0.0,0.0,40.0,0.0,115.0,1015.0,968.0,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,350.0,181.0,74.0,262.0,558.0,685.0,,0.0,0.0,40.0,0.0,115.0,1022.0,968.0,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,350.0,181.0,74.0,262.0,563.0,685.0,,0.0,0.0,40.0,0.0,115.0,1030.0,968.0,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,350.0,181.0,74.0,265.0,564.0,685.0,,0.0,0.0,40.0,0.0,115.0,1030.0,968.0,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,350.0,183.0,74.0,265.0,567.0,685.0,,0.0,0.0,40.0,0.0,115.0,1030.0,968.0,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,353.0,190.0,74.0,272.0,567.0,687.0,,0.0,0.0,40.0,0.0,115.0,1030.0,968.0,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,359.0,190.0,74.0,272.0,567.0,709.0,,0.0,0.0,40.0,0.0,115.0,1030.0,975.0,,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,367.0,190.0,77.0,272.0,567.0,725.0,,0.0,0.0,40.0,0.0,115.0,1030.0,983.0,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,367.0,190.0,80.0,275.0,567.0,725.0,,0.0,0.0,40.0,0.0,115.0,1035.0,983.0,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,367.0,190.0,80.0,278.0,570.0,725.0,,0.0,0.0,40.0,0.0,115.0,1042.0,983.0,,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,367.0,190.0,80.0,278.0,570.0,725.0,,0.0,0.0,40.0,0.0,115.0,1042.0,983.0,,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,367.0,190.0,80.0,278.0,570.0,725.0,,0.0,0.0,40.0,0.0,115.0,1046.0,983.0,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,367.0,190.0,80.0,278.0,570.0,725.0,,0.0,0.0,40.0,0.0,115.0,1048.0,983.0,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,367.0,190.0,80.0,282.0,570.0,725.0,,0.0,0.0,40.0,0.0,115.0,1048.0,983.0,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,367.0,190.0,80.0,282.0,570.0,725.0,,0.0,0.0,40.0,0.0,115.0,1048.0,984.0,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,367.0,190.0,80.0,286.0,572.0,725.0,,0.0,0.0,40.0,0.0,115.0,1048.0,984.0,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,367.0,190.0,80.0,298.0,588.0,725.0,,0.0,0.0,40.0,0.0,115.0,1051.0,984.0,,,,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,367.0,190.0,80.0,303.0,588.0,725.0,,0.0,0.0,40.0,0.0,115.0,1051.0,984.0,,,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,367.0,190.0,80.0,303.0,588.0,725.0,,0.0,0.0,40.0,0.0,115.0,1051.0,984.0,,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,367.0,190.0,80.0,303.0,588.0,725.0,,0.0,0.0,40.0,0.0,115.0,1051.0,984.0,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,367.0,190.0,80.0,303.0,588.0,725.0,,0.0,0.0,40.0,0.0,115.0,1053.0,985.0,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,367.0,190.0,80.0,303.0,588.0,725.0,,0.0,0.0,40.0,0.0,115.0,1053.0,990.0,,,,,,,,,,,,,,,,,
